"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes"
"QA-0425","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","No courier dependency","No courier dependency","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete browser lifecycle blocked by Customer OTP format and Plumber required-photo workflow. API-only substeps are reported separately.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0426","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/version","/version","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/backend-health-settled-continuation.json; logs/backend-health-ready-continuation.json","Healthy post-seeding runtime; version metadata is environment-reported and corroborated by build/source evidence."
"QA-0427","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/health/live","/health/live","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/backend-health-settled-continuation.json; logs/backend-health-ready-continuation.json","Healthy post-seeding runtime; version metadata is environment-reported and corroborated by build/source evidence."
"QA-0428","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/health/ready","/health/ready","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/backend-health-settled-continuation.json; logs/backend-health-ready-continuation.json","Healthy post-seeding runtime; version metadata is environment-reported and corroborated by build/source evidence."
"QA-0429","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/metrics","/api/v1/admin/metrics","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0430","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/rbac/roles","/api/v1/admin/rbac/roles","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0431","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/finance/dashboard","/api/v1/admin/finance/dashboard","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0432","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/operations/dashboard","/api/v1/admin/operations/dashboard","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0433","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/plumber-manager/dashboard","/api/v1/admin/plumber-manager/dashboard","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0434","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/marketing/dashboard","/api/v1/admin/marketing/dashboard","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0435","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/dashboard","/api/v1/plumber/dashboard","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0436","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/earnings","/api/v1/plumber/earnings","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0437","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/profile","/api/v1/plumber/profile","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0438","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/material-requests","/api/v1/plumber/material-requests","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0439","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/store/material-requests","/api/v1/store/material-requests","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0440","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/checkout/orders","/api/v1/checkout/orders","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0441","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/checkout/material-requests/customer","/api/v1/checkout/material-requests/customer","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0442","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/notifications","/api/v1/notifications","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 401"
"QA-0443","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Runtime product IDs","Runtime product IDs","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Bounded GET response inspected; search whitespace behavior documented, not assumed"
"QA-0444","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 1","Product detail matches list 1","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","Runtime product 1"
"QA-0445","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 2","Product detail matches list 2","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","Runtime product 2"
"QA-0446","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 3","Product detail matches list 3","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","Runtime product 3"
"QA-0447","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 4","Product detail matches list 4","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","Runtime product 4"
"QA-0448","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search """"","Search """"","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0449","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""pipe""","Search ""pipe""","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0450","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""PIPE""","Search ""PIPE""","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0451","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""pIpE""","Search ""pIpE""","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0452","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""Pipe Wrench""","Search ""Pipe Wrench""","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0453","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""NoMatchingQaProduct""","Search ""NoMatchingQaProduct""","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0454","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search "" Pipe ""","Search "" Pipe ""","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/catalog-api-continuation.json","HTTP 200"
"QA-0455","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Public configuration","Public configuration","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Bounded GET response inspected; search whitespace behavior documented, not assumed"
"QA-0456","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Warm version repeat","Warm version repeat","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/backend-health-settled-continuation.json; logs/backend-health-ready-continuation.json","Healthy post-seeding runtime; version metadata is environment-reported and corroborated by build/source evidence."
"QA-0457","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Warm readiness repeat","Warm readiness repeat","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/backend-health-settled-continuation.json; logs/backend-health-ready-continuation.json","Healthy post-seeding runtime; version metadata is environment-reported and corroborated by build/source evidence."
"QA-0458","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-customer-web.vercel.app","CORS https://fixkart-customer-web.vercel.app","FAIL","N/A","FAIL -> N/A","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/cors-continuation.json","These assertions name deployed origins. Local origin counterparts passed; remote certification remains outstanding."
"QA-0459","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-plumber-web.vercel.app","CORS https://fixkart-plumber-web.vercel.app","FAIL","N/A","FAIL -> N/A","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/cors-continuation.json","These assertions name deployed origins. Local origin counterparts passed; remote certification remains outstanding."
"QA-0460","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-store-web.vercel.app","CORS https://fixkart-store-web.vercel.app","FAIL","N/A","FAIL -> N/A","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/cors-continuation.json","These assertions name deployed origins. Local origin counterparts passed; remote certification remains outstanding."
"QA-0461","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://admin-portal-ten-weld.vercel.app","CORS https://admin-portal-ten-weld.vercel.app","FAIL","N/A","FAIL -> N/A","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/cors-continuation.json","These assertions name deployed origins. Local origin counterparts passed; remote certification remains outstanding."
"QA-0462","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://qa-untrusted.invalid","CORS https://qa-untrusted.invalid","PASS","PASS","PASS -> PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","","logs/cors-continuation.json","Untrusted origin denied with 403."
"QA-0463","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Missing credentials","Missing credentials","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Expected public response or bounded invalid-request rejection"
